rank,age_code,gender_code,product_name,audience_percentage,product_package,total_active_users,active_users,sub_genre
210,>44,female,Hirota em Casa,0.076918855,hirotafood.vorticeportal.com.br,16372,1259,E-Commerce (Retailer)
210,all,female,Hirota em Casa,0.575298429,hirotafood.vorticeportal.com.br,16372,9419,E-Commerce (Retailer)
211,>44,female,Magazine Médica,0.134878978,br.com.twa.magazinemedica,12388,1671,E-Commerce (Retailer)
211,between 25 and 44,female,Magazine Médica,0.215198979,br.com.twa.magazinemedica,12388,2666,E-Commerce (Retailer)
211,>44,male,Magazine Médica,0.404080987,br.com.twa.magazinemedica,12388,5006,E-Commerce (Retailer)
211,<25,all,Magazine Médica,0.006242006,br.com.twa.magazinemedica,12388,77,E-Commerce (Retailer)
211,all,all,Magazine Médica,1,br.com.twa.magazinemedica,12388,12388,E-Commerce (Retailer)
211,<25,male,Magazine Médica,0.005108773,br.com.twa.magazinemedica,12388,63,E-Commerce (Retailer)
211,between 25 and 44,male,Magazine Médica,0.239599049,br.com.twa.magazinemedica,12388,2968,E-Commerce (Retailer)
211,between 25 and 44,all,Magazine Médica,0.454798043,br.com.twa.magazinemedica,12388,5634,E-Commerce (Retailer)
211,>44,all,Magazine Médica,0.53895998,br.com.twa.magazinemedica,12388,6677,E-Commerce (Retailer)
211,all,female,Magazine Médica,0.35121119,br.com.twa.magazinemedica,12388,4351,E-Commerce (Retailer)
211,all,male,Magazine Médica,0.64878881,br.com.twa.magazinemedica,12388,8037,E-Commerce (Retailer)
211,<25,female,Magazine Médica,0.001133233,br.com.twa.magazinemedica,12388,14,E-Commerce (Retailer)
215,<25,male,Oba Hortifruti,0.041565828,com.oba.hortifruti.app,21143,879,E-Commerce (Retailer)
215,>44,all,Oba Hortifruti,0.165372327,com.oba.hortifruti.app,21143,3496,E-Commerce (Retailer)
215,between 25 and 44,female,Oba Hortifruti,0.415993393,com.oba.hortifruti.app,21143,8795,E-Commerce (Retailer)
215,<25,all,Oba Hortifruti,0.054191478,com.oba.hortifruti.app,21143,1146,E-Commerce (Retailer)
215,between 25 and 44,all,Oba Hortifruti,0.780436218,com.oba.hortifruti.app,21143,16501,E-Commerce (Retailer)
215,all,female,Oba Hortifruti,0.510333359,com.oba.hortifruti.app,21143,10790,E-Commerce (Retailer)
215,between 25 and 44,male,Oba Hortifruti,0.364442796,com.oba.hortifruti.app,21143,7705,E-Commerce (Retailer)
215,all,male,Oba Hortifruti,0.489666671,com.oba.hortifruti.app,21143,10353,E-Commerce (Retailer)
215,all,all,Oba Hortifruti,1,com.oba.hortifruti.app,21143,21143,E-Commerce (Retailer)
215,>44,female,Oba Hortifruti,0.081714287,com.oba.hortifruti.app,21143,1728,E-Commerce (Retailer)
215,<25,female,Oba Hortifruti,0.01262565,com.oba.hortifruti.app,21143,267,E-Commerce (Retailer)
215,>44,male,Oba Hortifruti,0.083658032,com.oba.hortifruti.app,21143,1769,E-Commerce (Retailer)
217,<25,all,Westwing - Casa e Decoração,0.019808937,br.westwing.android,91643,1815,E-Commerce (Retailer)
217,>44,all,Westwing - Casa e Decoração,0.135919645,br.westwing.android,91643,12456,E-Commerce (Retailer)
217,between 25 and 44,female,Westwing - Casa e Decoração,0.76474148,br.westwing.android,91643,70083,E-Commerce (Retailer)
217,all,all,Westwing - Casa e Decoração,1,br.westwing.android,91643,91643,E-Commerce (Retailer)
217,all,female,Westwing - Casa e Decoração,0.885474503,br.westwing.android,91643,81148,E-Commerce (Retailer)
217,>44,female,Westwing - Casa e Decoração,0.110735491,br.westwing.android,91643,10148,E-Commerce (Retailer)
217,<25,male,Westwing - Casa e Decoração,0.009811442,br.westwing.android,91643,899,E-Commerce (Retailer)
217,<25,female,Westwing - Casa e Decoração,0.009997494,br.westwing.android,91643,916,E-Commerce (Retailer)
217,between 25 and 44,all,Westwing - Casa e Decoração,0.844271421,br.westwing.android,91643,77372,E-Commerce (Retailer)
217,all,male,Westwing - Casa e Decoração,0.114525512,br.westwing.android,91643,10495,E-Commerce (Retailer)
217,>44,male,Westwing - Casa e Decoração,0.025184155,br.westwing.android,91643,2308,E-Commerce (Retailer)
217,between 25 and 44,male,Westwing - Casa e Decoração,0.079529919,br.westwing.android,91643,7288,E-Commerce (Retailer)
219,>44,female,C&C Casa e Construção,0.039368857,br.com.cec,5926,233,E-Commerce (Retailer)
219,between 25 and 44,male,C&C Casa e Construção,0.311997324,br.com.cec,5926,1849,E-Commerce (Retailer)
219,all,male,C&C Casa e Construção,0.463571012,br.com.cec,5926,2747,E-Commerce (Retailer)
219,>44,all,C&C Casa e Construção,0.186353385,br.com.cec,5926,1104,E-Commerce (Retailer)
219,between 25 and 44,all,C&C Casa e Construção,0.806201816,br.com.cec,5926,4778,E-Commerce (Retailer)
219,all,female,C&C Casa e Construção,0.536428988,br.com.cec,5926,3179,E-Commerce (Retailer)
219,all,all,C&C Casa e Construção,1,br.com.cec,5926,5926,E-Commerce (Retailer)
219,<25,female,C&C Casa e Construção,0.002855599,br.com.cec,5926,17,E-Commerce (Retailer)
219,>44,male,C&C Casa e Construção,0.146984533,br.com.cec,5926,871,E-Commerce (Retailer)
219,<25,all,C&C Casa e Construção,0.007444771,br.com.cec,5926,44,E-Commerce (Retailer)
219,between 25 and 44,female,C&C Casa e Construção,0.494204521,br.com.cec,5926,2929,E-Commerce (Retailer)
219,<25,male,C&C Casa e Construção,0.004589172,br.com.cec,5926,27,E-Commerce (Retailer)
221,all,female,Mooca Plaza Shopping: Compras ,0.470353276,br.com.brmalls.customer.moocaplaza,31932,15019,E-Commerce (Retailer)
221,>44,male,Mooca Plaza Shopping: Compras ,0.191854984,br.com.brmalls.customer.moocaplaza,31932,6126,E-Commerce (Retailer)
221,>44,female,Mooca Plaza Shopping: Compras ,0.191739619,br.com.brmalls.customer.moocaplaza,31932,6123,E-Commerce (Retailer)
221,between 25 and 44,male,Mooca Plaza Shopping: Compras ,0.300114632,br.com.brmalls.customer.moocaplaza,31932,9583,E-Commerce (Retailer)
221,<25,female,Mooca Plaza Shopping: Compras ,0.011216079,br.com.brmalls.customer.moocaplaza,31932,358,E-Commerce (Retailer)
221,all,male,Mooca Plaza Shopping: Compras ,0.529646695,br.com.brmalls.customer.moocaplaza,31932,16913,E-Commerce (Retailer)
221,<25,all,Mooca Plaza Shopping: Compras ,0.048893176,br.com.brmalls.customer.moocaplaza,31932,1561,E-Commerce (Retailer)
221,<25,male,Mooca Plaza Shopping: Compras ,0.037677098,br.com.brmalls.customer.moocaplaza,31932,1203,E-Commerce (Retailer)
221,between 25 and 44,female,Mooca Plaza Shopping: Compras ,0.267397583,br.com.brmalls.customer.moocaplaza,31932,8539,E-Commerce (Retailer)
221,between 25 and 44,all,Mooca Plaza Shopping: Compras ,0.567512214,br.com.brmalls.customer.moocaplaza,31932,18122,E-Commerce (Retailer)
221,all,all,Mooca Plaza Shopping: Compras ,1,br.com.brmalls.customer.moocaplaza,31932,31932,E-Commerce (Retailer)
221,>44,all,Mooca Plaza Shopping: Compras ,0.383594602,br.com.brmalls.customer.moocaplaza,31932,12249,E-Commerce (Retailer)
227,<25,female,Etsy: Custom & Creative Goods,0.051080957,com.etsy.android,28286,1445,E-Commerce (C2C)
227,all,all,Etsy: Custom & Creative Goods,1,com.etsy.android,28286,28286,E-Commerce (C2C)
227,>44,male,Etsy: Custom & Creative Goods,0.013248764,com.etsy.android,28286,375,E-Commerce (C2C)
227,all,female,Etsy: Custom & Creative Goods,0.749111414,com.etsy.android,28286,21189,E-Commerce (C2C)
227,<25,all,Etsy: Custom & Creative Goods,0.103661493,com.etsy.android,28286,2932,E-Commerce (C2C)
227,>44,all,Etsy: Custom & Creative Goods,0.070085458,com.etsy.android,28286,1982,E-Commerce (C2C)
227,between 25 and 44,all,Etsy: Custom & Creative Goods,0.826253057,com.etsy.android,28286,23371,E-Commerce (C2C)
227,between 25 and 44,male,Etsy: Custom & Creative Goods,0.185059279,com.etsy.android,28286,5235,E-Commerce (C2C)
227,all,male,Etsy: Custom & Creative Goods,0.250888586,com.etsy.android,28286,7097,E-Commerce (C2C)
227,between 25 and 44,female,Etsy: Custom & Creative Goods,0.641193748,com.etsy.android,28286,18137,E-Commerce (C2C)
227,>44,female,Etsy: Custom & Creative Goods,0.056836694,com.etsy.android,28286,1608,E-Commerce (C2C)
227,<25,male,Etsy: Custom & Creative Goods,0.052580539,com.etsy.android,28286,1487,E-Commerce (C2C)
228,between 25 and 44,female,Zeuss App,0.083732925,com.tarkuss.zeus,12595,1055,Coupons & Rewards
228,between 25 and 44,male,Zeuss App,0.410973311,com.tarkuss.zeus,12595,5176,Coupons & Rewards
228,>44,all,Zeuss App,0.439070731,com.tarkuss.zeus,12595,5530,Coupons & Rewards
228,>44,female,Zeuss App,0.038519606,com.tarkuss.zeus,12595,485,Coupons & Rewards
228,<25,male,Zeuss App,0.049872741,com.tarkuss.zeus,12595,628,Coupons & Rewards
228,between 25 and 44,all,Zeuss App,0.494706243,com.tarkuss.zeus,12595,6231,Coupons & Rewards
228,all,all,Zeuss App,1,com.tarkuss.zeus,12595,12595,Coupons & Rewards
228,>44,male,Zeuss App,0.400551111,com.tarkuss.zeus,12595,5045,Coupons & Rewards
228,<25,female,Zeuss App,0.016350282,com.tarkuss.zeus,12595,206,Coupons & Rewards
228,all,female,Zeuss App,0.138602808,com.tarkuss.zeus,12595,1746,Coupons & Rewards
228,all,male,Zeuss App,0.861397207,com.tarkuss.zeus,12595,10849,Coupons & Rewards
228,<25,all,Zeuss App,0.066223025,com.tarkuss.zeus,12595,834,Coupons & Rewards
236,<25,male,Peruzzo Mais,0.048828769,com.peruzzomais.izio,14055,686,E-Commerce (Retailer)
236,between 25 and 44,female,Peruzzo Mais,0.156867087,com.peruzzomais.izio,14055,2205,E-Commerce (Retailer)
236,<25,all,Peruzzo Mais,0.077228695,com.peruzzomais.izio,14055,1085,E-Commerce (Retailer)
236,between 25 and 44,all,Peruzzo Mais,0.634449542,com.peruzzomais.izio,14055,8917,E-Commerce (Retailer)
236,>44,female,Peruzzo Mais,0.16487357,com.peruzzomais.izio,14055,2317,E-Commerce (Retailer)
236,<25,female,Peruzzo Mais,0.028399924,com.peruzzomais.izio,14055,399,E-Commerce (Retailer)
236,>44,all,Peruzzo Mais,0.288321763,com.peruzzomais.izio,14055,4052,E-Commerce (Retailer)
236,all,male,Peruzzo Mais,0.649859428,com.peruzzomais.izio,14055,9134,E-Commerce (Retailer)
236,all,all,Peruzzo Mais,1,com.peruzzomais.izio,14055,14055,E-Commerce (Retailer)
236,>44,male,Peruzzo Mais,0.123448201,com.peruzzomais.izio,14055,1735,E-Commerce (Retailer)
236,all,female,Peruzzo Mais,0.350140572,com.peruzzomais.izio,14055,4921,E-Commerce (Retailer)
236,between 25 and 44,male,Peruzzo Mais,0.477582455,com.peruzzomais.izio,14055,6712,E-Commerce (Retailer)
238,<25,male,ROMWE - Ultimate Cyber Mall,0.033534009,com.romwe,5074,170,E-Commerce (Retailer)
238,all,all,ROMWE - Ultimate Cyber Mall,1,com.romwe,5074,5074,E-Commerce (Retailer)
238,>44,female,ROMWE - Ultimate Cyber Mall,0.003761423,com.romwe,5074,19,E-Commerce (Retailer)
238,all,female,ROMWE - Ultimate Cyber Mall,0.959607303,com.romwe,5074,4869,E-Commerce (Retailer)
238,>44,male,ROMWE - Ultimate Cyber Mall,0.000130353,com.romwe,5074,1,E-Commerce (Retailer)
238,<25,female,ROMWE - Ultimate Cyber Mall,0.749561429,com.romwe,5074,3803,E-Commerce (Retailer)
238,all,male,ROMWE - Ultimate Cyber Mall,0.040392727,com.romwe,5074,205,E-Commerce (Retailer)
238,between 25 and 44,all,ROMWE - Ultimate Cyber Mall,0.213012785,com.romwe,5074,1081,E-Commerce (Retailer)
238,between 25 and 44,male,ROMWE - Ultimate Cyber Mall,0.006728366,com.romwe,5074,34,E-Commerce (Retailer)
238,between 25 and 44,female,ROMWE - Ultimate Cyber Mall,0.206284419,com.romwe,5074,1047,E-Commerce (Retailer)
238,<25,all,ROMWE - Ultimate Cyber Mall,0.783095419,com.romwe,5074,3973,E-Commerce (Retailer)
238,>44,all,ROMWE - Ultimate Cyber Mall,0.003891775,com.romwe,5074,20,E-Commerce (Retailer)
240,<25,male,Droper Sneakers & Streetwear,0.248467892,com.s9.cataloko,19447,4832,E-Commerce (C2C)
240,between 25 and 44,female,Droper Sneakers & Streetwear,0.481841683,com.s9.cataloko,19447,9370,E-Commerce (C2C)
240,<25,all,Droper Sneakers & Streetwear,0.250723034,com.s9.cataloko,19447,4876,E-Commerce (C2C)
240,between 25 and 44,all,Droper Sneakers & Streetwear,0.66126138,com.s9.cataloko,19447,12860,E-Commerce (C2C)
240,>44,all,Droper Sneakers & Streetwear,0.088015564,com.s9.cataloko,19447,1712,E-Commerce (C2C)
240,>44,female,Droper Sneakers & Streetwear,0.062913105,com.s9.cataloko,19447,1223,E-Commerce (C2C)
240,all,male,Droper Sneakers & Streetwear,0.452990055,com.s9.cataloko,19447,8809,E-Commerce (C2C)
240,between 25 and 44,male,Droper Sneakers & Streetwear,0.179419711,com.s9.cataloko,19447,3489,E-Commerce (C2C)
240,all,female,Droper Sneakers & Streetwear,0.547009945,com.s9.cataloko,19447,10638,E-Commerce (C2C)
240,>44,male,Droper Sneakers & Streetwear,0.025102459,com.s9.cataloko,19447,488,E-Commerce (C2C)
240,all,all,Droper Sneakers & Streetwear,1,com.s9.cataloko,19447,19447,E-Commerce (C2C)
240,<25,female,Droper Sneakers & Streetwear,0.002255151,com.s9.cataloko,19447,44,E-Commerce (C2C)
241,between 25 and 44,all,Rio Vermelho Atacadista,0.347518712,com.VRSoft.G280,36127,12555,E-Commerce (Retailer)
241,between 25 and 44,female,Rio Vermelho Atacadista,0.304996908,com.VRSoft.G280,36127,11019,E-Commerce (Retailer)
241,<25,male,Rio Vermelho Atacadista,0.074431472,com.VRSoft.G280,36127,2689,E-Commerce (Retailer)
241,all,female,Rio Vermelho Atacadista,0.805872619,com.VRSoft.G280,36127,29114,E-Commerce (Retailer)
241,>44,male,Rio Vermelho Atacadista,0.077174142,com.VRSoft.G280,36127,2788,E-Commerce (Retailer)
241,all,all,Rio Vermelho Atacadista,1,com.VRSoft.G280,36127,36127,E-Commerce (Retailer)
241,>44,all,Rio Vermelho Atacadista,0.363803923,com.VRSoft.G280,36127,13143,E-Commerce (Retailer)
241,<25,all,Rio Vermelho Atacadista,0.288677394,com.VRSoft.G280,36127,10429,E-Commerce (Retailer)
241,<25,female,Rio Vermelho Atacadista,0.214245915,com.VRSoft.G280,36127,7740,E-Commerce (Retailer)
241,>44,female,Rio Vermelho Atacadista,0.286629766,com.VRSoft.G280,36127,10355,E-Commerce (Retailer)
241,between 25 and 44,male,Rio Vermelho Atacadista,0.042521782,com.VRSoft.G280,36127,1536,E-Commerce (Retailer)
241,all,male,Rio Vermelho Atacadista,0.194127396,com.VRSoft.G280,36127,7013,E-Commerce (Retailer)
243,<25,female,Lojas REDE,0.001157707,com.lojasrede.mobile,23903,28,E-Commerce (Retailer)
243,>44,all,Lojas REDE,0.114660591,com.lojasrede.mobile,23903,2741,E-Commerce (Retailer)
243,between 25 and 44,all,Lojas REDE,0.884037077,com.lojasrede.mobile,23903,21131,E-Commerce (Retailer)
243,<25,male,Lojas REDE,0.000144655,com.lojasrede.mobile,23903,3,E-Commerce (Retailer)
243,all,male,Lojas REDE,0.12418928,com.lojasrede.mobile,23903,2968,E-Commerce (Retailer)
243,>44,female,Lojas REDE,0.089102373,com.lojasrede.mobile,23903,2130,E-Commerce (Retailer)
243,between 25 and 44,male,Lojas REDE,0.098486416,com.lojasrede.mobile,23903,2354,E-Commerce (Retailer)
243,all,all,Lojas REDE,1,com.lojasrede.mobile,23903,23903,E-Commerce (Retailer)
243,all,female,Lojas REDE,0.875810742,com.lojasrede.mobile,23903,20935,E-Commerce (Retailer)
243,between 25 and 44,female,Lojas REDE,0.785550654,com.lojasrede.mobile,23903,18777,E-Commerce (Retailer)
243,<25,all,Lojas REDE,0.001302362,com.lojasrede.mobile,23903,31,E-Commerce (Retailer)
243,>44,male,Lojas REDE,0.025558215,com.lojasrede.mobile,23903,611,E-Commerce (Retailer)
247,all,male,NorteShopping,0.453074306,br.com.brmalls.customer.norteshopping,17723,8030,E-Commerce (B2C)
247,between 25 and 44,all,NorteShopping,0.582488358,br.com.brmalls.customer.norteshopping,17723,10323,E-Commerce (B2C)
247,<25,all,NorteShopping,0.214923143,br.com.brmalls.customer.norteshopping,17723,3809,E-Commerce (B2C)
247,between 25 and 44,female,NorteShopping,0.345398426,br.com.brmalls.customer.norteshopping,17723,6121,E-Commerce (B2C)
247,between 25 and 44,male,NorteShopping,0.237089932,br.com.brmalls.customer.norteshopping,17723,4202,E-Commerce (B2C)
247,all,all,NorteShopping,1,br.com.brmalls.customer.norteshopping,17723,17723,E-Commerce (B2C)
247,>44,male,NorteShopping,0.076896384,br.com.brmalls.customer.norteshopping,17723,1363,E-Commerce (B2C)
247,all,female,NorteShopping,0.546925724,br.com.brmalls.customer.norteshopping,17723,9693,E-Commerce (B2C)
247,<25,male,NorteShopping,0.139087975,br.com.brmalls.customer.norteshopping,17723,2465,E-Commerce (B2C)
247,>44,female,NorteShopping,0.125692114,br.com.brmalls.customer.norteshopping,17723,2228,E-Commerce (B2C)
247,>44,all,NorteShopping,0.202588514,br.com.brmalls.customer.norteshopping,17723,3590,E-Commerce (B2C)
247,<25,female,NorteShopping,0.075835168,br.com.brmalls.customer.norteshopping,17723,1344,E-Commerce (B2C)
250,between 25 and 44,all,Cornershop for Shoppers,0.9678334,com.cornershopapp.shopper.android,7453,7213,E-Commerce (B2C)
250,>44,all,Cornershop for Shoppers,0.030566715,com.cornershopapp.shopper.android,7453,228,E-Commerce (B2C)
250,<25,male,Cornershop for Shoppers,0.001541232,com.cornershopapp.shopper.android,7453,11,E-Commerce (B2C)
250,>44,male,Cornershop for Shoppers,0.028838774,com.cornershopapp.shopper.android,7453,215,E-Commerce (B2C)
250,all,female,Cornershop for Shoppers,0.091419794,com.cornershopapp.shopper.android,7453,681,E-Commerce (B2C)
250,all,all,Cornershop for Shoppers,1,com.cornershopapp.shopper.android,7453,7453,E-Commerce (B2C)
250,all,male,Cornershop for Shoppers,0.908580184,com.cornershopapp.shopper.android,7453,6772,E-Commerce (B2C)
250,>44,female,Cornershop for Shoppers,0.00172794,com.cornershopapp.shopper.android,7453,13,E-Commerce (B2C)
250,<25,all,Cornershop for Shoppers,0.001599874,com.cornershopapp.shopper.android,7453,12,E-Commerce (B2C)
250,between 25 and 44,female,Cornershop for Shoppers,0.089633211,com.cornershopapp.shopper.android,7453,668,E-Commerce (B2C)
250,<25,female,Cornershop for Shoppers,5.86E-05,com.cornershopapp.shopper.android,7453,0,E-Commerce (B2C)
250,between 25 and 44,male,Cornershop for Shoppers,0.878200173,com.cornershopapp.shopper.android,7453,6545,E-Commerce (B2C)
253,>44,all,Vivara,0.25566265,tellerina.com.br.vivara,7455,1906,E-Commerce (Retailer)
253,all,female,Vivara,0.379511148,tellerina.com.br.vivara,7455,2829,E-Commerce (Retailer)
253,<25,male,Vivara,0.112783983,tellerina.com.br.vivara,7455,841,E-Commerce (Retailer)
253,>44,male,Vivara,0.151587322,tellerina.com.br.vivara,7455,1130,E-Commerce (Retailer)
253,>44,female,Vivara,0.104075328,tellerina.com.br.vivara,7455,776,E-Commerce (Retailer)
253,all,all,Vivara,1,tellerina.com.br.vivara,7455,7455,E-Commerce (Retailer)
253,<25,female,Vivara,0.010955739,tellerina.com.br.vivara,7455,82,E-Commerce (Retailer)
253,between 25 and 44,female,Vivara,0.264480084,tellerina.com.br.vivara,7455,1972,E-Commerce (Retailer)
253,between 25 and 44,all,Vivara,0.620597601,tellerina.com.br.vivara,7455,4627,E-Commerce (Retailer)
253,all,male,Vivara,0.620488882,tellerina.com.br.vivara,7455,4626,E-Commerce (Retailer)
253,between 25 and 44,male,Vivara,0.356117547,tellerina.com.br.vivara,7455,2655,E-Commerce (Retailer)
253,<25,all,Vivara,0.123739719,tellerina.com.br.vivara,7455,922,E-Commerce (Retailer)
255,>44,male,Nosso Caetano,0.639229596,br.com.smcaetano.appcaetano,20711,13239,E-Commerce (Retailer)
255,<25,male,Nosso Caetano,0.02018244,br.com.smcaetano.appcaetano,20711,418,E-Commerce (Retailer)
255,<25,female,Nosso Caetano,0.04118897,br.com.smcaetano.appcaetano,20711,853,E-Commerce (Retailer)
255,all,female,Nosso Caetano,0.225152835,br.com.smcaetano.appcaetano,20711,4663,E-Commerce (Retailer)
255,<25,all,Nosso Caetano,0.061371412,br.com.smcaetano.appcaetano,20711,1271,E-Commerce (Retailer)
255,between 25 and 44,female,Nosso Caetano,0.116418198,br.com.smcaetano.appcaetano,20711,2411,E-Commerce (Retailer)
255,>44,all,Nosso Caetano,0.706775248,br.com.smcaetano.appcaetano,20711,14638,E-Commerce (Retailer)
255,between 25 and 44,all,Nosso Caetano,0.231853351,br.com.smcaetano.appcaetano,20711,4802,E-Commerce (Retailer)
255,>44,female,Nosso Caetano,0.067545667,br.com.smcaetano.appcaetano,20711,1399,E-Commerce (Retailer)
255,between 25 and 44,male,Nosso Caetano,0.115435161,br.com.smcaetano.appcaetano,20711,2391,E-Commerce (Retailer)
255,all,male,Nosso Caetano,0.77484715,br.com.smcaetano.appcaetano,20711,16048,E-Commerce (Retailer)
255,all,all,Nosso Caetano,1,br.com.smcaetano.appcaetano,20711,20711,E-Commerce (Retailer)
256,between 25 and 44,male,Animale - Moda Feminina,0.072365113,br.com.animale,12402,897,E-Commerce (Retailer)
256,all,all,Animale - Moda Feminina,1,br.com.animale,12402,12402,E-Commerce (Retailer)
256,<25,all,Animale - Moda Feminina,0.508921504,br.com.animale,12402,6312,E-Commerce (Retailer)
256,between 25 and 44,all,Animale - Moda Feminina,0.411498606,br.com.animale,12402,5103,E-Commerce (Retailer)
256,all,male,Animale - Moda Feminina,0.261340171,br.com.animale,12402,3241,E-Commerce (Retailer)
256,all,female,Animale - Moda Feminina,0.738659799,br.com.animale,12402,9161,E-Commerce (Retailer)
256,>44,female,Animale - Moda Feminina,0.050891411,br.com.animale,12402,631,E-Commerce (Retailer)
256,>44,all,Animale - Moda Feminina,0.079579897,br.com.animale,12402,987,E-Commerce (Retailer)
256,<25,male,Animale - Moda Feminina,0.160286576,br.com.animale,12402,1988,E-Commerce (Retailer)
256,>44,male,Animale - Moda Feminina,0.028688487,br.com.animale,12402,356,E-Commerce (Retailer)
256,between 25 and 44,female,Animale - Moda Feminina,0.339133501,br.com.animale,12402,4206,E-Commerce (Retailer)
256,<25,female,Animale - Moda Feminina,0.348634899,br.com.animale,12402,4324,E-Commerce (Retailer)
258,<25,all,Plaza Shopping Niterói,0.140778363,br.com.brmalls.customer.plazaniteroi,18614,2620,E-Commerce (B2C)
258,all,male,Plaza Shopping Niterói,0.160385042,br.com.brmalls.customer.plazaniteroi,18614,2985,E-Commerce (B2C)
258,all,female,Plaza Shopping Niterói,0.839614987,br.com.brmalls.customer.plazaniteroi,18614,15629,E-Commerce (B2C)
258,>44,male,Plaza Shopping Niterói,0.031748332,br.com.brmalls.customer.plazaniteroi,18614,591,E-Commerce (B2C)
258,>44,all,Plaza Shopping Niterói,0.105916739,br.com.brmalls.customer.plazaniteroi,18614,1972,E-Commerce (B2C)
258,>44,female,Plaza Shopping Niterói,0.074168406,br.com.brmalls.customer.plazaniteroi,18614,1381,E-Commerce (B2C)
258,between 25 and 44,male,Plaza Shopping Niterói,0.122167543,br.com.brmalls.customer.plazaniteroi,18614,2274,E-Commerce (B2C)
258,all,all,Plaza Shopping Niterói,1,br.com.brmalls.customer.plazaniteroi,18614,18614,E-Commerce (B2C)
258,between 25 and 44,female,Plaza Shopping Niterói,0.631137371,br.com.brmalls.customer.plazaniteroi,18614,11748,E-Commerce (B2C)
258,<25,female,Plaza Shopping Niterói,0.134309202,br.com.brmalls.customer.plazaniteroi,18614,2500,E-Commerce (B2C)
258,between 25 and 44,all,Plaza Shopping Niterói,0.753304899,br.com.brmalls.customer.plazaniteroi,18614,14022,E-Commerce (B2C)
258,<25,male,Plaza Shopping Niterói,0.006469159,br.com.brmalls.customer.plazaniteroi,18614,120,E-Commerce (B2C)
260,all,all,Mangos: Cashback em Mercados,1,br.com.priced.mangos,28066,28066,Coupons & Rewards
260,<25,male,Mangos: Cashback em Mercados,0.047658887,br.com.priced.mangos,28066,1338,Coupons & Rewards
260,between 25 and 44,all,Mangos: Cashback em Mercados,0.800299883,br.com.priced.mangos,28066,22461,Coupons & Rewards
260,>44,male,Mangos: Cashback em Mercados,0.047452126,br.com.priced.mangos,28066,1332,Coupons & Rewards
260,>44,female,Mangos: Cashback em Mercados,0.088845968,br.com.priced.mangos,28066,2494,Coupons & Rewards
260,all,male,Mangos: Cashback em Mercados,0.62367934,br.com.priced.mangos,28066,17504,Coupons & Rewards
260,<25,female,Mangos: Cashback em Mercados,0.015743125,br.com.priced.mangos,28066,442,Coupons & Rewards
260,between 25 and 44,female,Mangos: Cashback em Mercados,0.271731556,br.com.priced.mangos,28066,7626,Coupons & Rewards
260,all,female,Mangos: Cashback em Mercados,0.37632063,br.com.priced.mangos,28066,10562,Coupons & Rewards
260,between 25 and 44,male,Mangos: Cashback em Mercados,0.528568327,br.com.priced.mangos,28066,14835,Coupons & Rewards
260,>44,all,Mangos: Cashback em Mercados,0.13629809,br.com.priced.mangos,28066,3825,Coupons & Rewards
260,<25,all,Mangos: Cashback em Mercados,0.063402012,br.com.priced.mangos,28066,1779,Coupons & Rewards
261,<25,male,Weverse Shop,0.018551702,co.benx.weply,14060,261,E-Commerce (B2C)
261,all,male,Weverse Shop,0.104662351,co.benx.weply,14060,1472,E-Commerce (B2C)
261,>44,female,Weverse Shop,0.085547432,co.benx.weply,14060,1203,E-Commerce (B2C)
261,between 25 and 44,female,Weverse Shop,0.471400738,co.benx.weply,14060,6628,E-Commerce (B2C)
261,<25,all,Weverse Shop,0.356941164,co.benx.weply,14060,5019,E-Commerce (B2C)
261,>44,male,Weverse Shop,0.011628663,co.benx.weply,14060,163,E-Commerce (B2C)
261,<25,female,Weverse Shop,0.338389456,co.benx.weply,14060,4758,E-Commerce (B2C)
261,all,all,Weverse Shop,1,co.benx.weply,14060,14060,E-Commerce (B2C)
261,between 25 and 44,all,Weverse Shop,0.545882762,co.benx.weply,14060,7675,E-Commerce (B2C)
261,>44,all,Weverse Shop,0.097176097,co.benx.weply,14060,1366,E-Commerce (B2C)
261,all,female,Weverse Shop,0.895337641,co.benx.weply,14060,12588,E-Commerce (B2C)
261,between 25 and 44,male,Weverse Shop,0.074481986,co.benx.weply,14060,1047,E-Commerce (B2C)
267,all,male,Lazada - Online Shopping App!,0.411909372,com.lazada.android,8960,3691,E-Commerce (C2C)
267,between 25 and 44,male,Lazada - Online Shopping App!,0.320394218,com.lazada.android,8960,2871,E-Commerce (C2C)
267,<25,male,Lazada - Online Shopping App!,0.042187266,com.lazada.android,8960,378,E-Commerce (C2C)
267,<25,all,Lazada - Online Shopping App!,0.180535793,com.lazada.android,8960,1618,E-Commerce (C2C)
267,between 25 and 44,female,Lazada - Online Shopping App!,0.392302543,com.lazada.android,8960,3515,E-Commerce (C2C)
267,>44,female,Lazada - Online Shopping App!,0.05743954,com.lazada.android,8960,515,E-Commerce (C2C)
267,>44,all,Lazada - Online Shopping App!,0.106767424,com.lazada.android,8960,957,E-Commerce (C2C)
267,>44,male,Lazada - Online Shopping App!,0.049327888,com.lazada.android,8960,442,E-Commerce (C2C)
267,<25,female,Lazada - Online Shopping App!,0.13834852,com.lazada.android,8960,1240,E-Commerce (C2C)
267,between 25 and 44,all,Lazada - Online Shopping App!,0.712696791,com.lazada.android,8960,6386,E-Commerce (C2C)
